timestamp,gas_price
2023-01-01,13802564445.923077
2023-01-02,16308234212.23077
2023-01-03,17321532759.153847
2023-01-04,18252110222.115383
2023-01-05,20478527360.0
2023-01-06,18070886453.96154
2023-01-07,14314349853.461538
2023-01-08,18363556371.423077
2023-01-09,21917435108.076923
2023-01-10,20354430453.23077
2023-01-11,21257854557.653847
2023-01-12,18353817133.153847
2023-01-13,26346258109.46154
2023-01-14,18112050896.307693
2023-01-15,19531348352.28
2023-01-16,21201823859.115383
2023-01-17,21709204638.307693
2023-01-18,24992566913.692307
2023-01-19,19834516885.923077
2023-01-20,20781391276.653847
2023-01-21,15156478681.384615
2023-01-22,14778079635.846153
2023-01-23,19145157906.76923
2023-01-24,19176309522.692307
2023-01-25,18809973461.23077
2023-01-26,19847151632.653847
2023-01-27,17781874887.576923
2023-01-28,15827993068.26923
2023-01-29,18804681942.46154
2023-01-30,18612524675.76923
2023-01-31,24420522196.846153
2023-02-01,24805663981.96154
2023-02-02,29591694359.346153
2023-02-03,26921457111.576923
2023-02-04,20512665858.84
2023-02-05,19752678636.73077
2023-02-06,25797086015.076923
2023-02-07,31656079727.03846
2023-02-08,31201942988.53846
2023-02-09,32976506938.692307
2023-02-10,22461305295.423077
2023-02-11,16328376552.538462
2023-02-12,16851045202.692308
2023-02-13,23024391387.923077
2023-02-14,52485209530.42308
2023-02-15,39026016020.15385
2023-02-16,36633141426.38461
2023-02-17,36048686399.72
2023-02-18,24795387258.307693
2023-02-19,26280182776.923077
2023-02-20,33106814801.807693
2023-02-21,33179991302.96
2023-02-22,34573313347.61539
2023-02-23,36200516542.65385
2023-02-24,28655003536.307693
2023-02-25,20215806610.68
2023-02-26,20352822696.03846
2023-02-27,23403381625.03846
2023-02-28,23609392913.923077
2023-03-01,32406646593.16
2023-03-02,29867068398.346153
2023-03-03,24766180657.653847
2023-03-04,23697900974.153847
2023-03-05,26520288865.88
2023-03-06,32063390154.23077
2023-03-07,29147533385.576923
2023-03-08,32961152116.46154
2023-03-09,32254825804.423077
2023-03-10,69283929615.84
2023-03-11,49913779337.65385
2023-03-12,25471005930.24
2023-03-13,32632709647.36
2023-03-14,30501988375.384617
2023-03-15,25339856040.423077
2023-03-16,24523219285.884617
2023-03-17,24019784010.76923
2023-03-18,18137462032.12
2023-03-19,18526589907.384617
2023-03-20,19703319304.846153
2023-03-21,18743363186.5
2023-03-22,19818541369.653847
2023-03-23,23385434868.8
2023-03-24,21405442658.692307
2023-03-25,17390065970.76923
2023-03-26,18551774318.0
2023-03-27,29251192181.192307
2023-03-28,27758027802.76
2023-03-29,30661708934.76923
2023-03-30,30594720512.26923
2023-03-31,27966577871.23077
2023-04-01,20211066861.2
2023-04-02,20943906286.653847
2023-04-03,27275016642.23077
2023-04-04,35075606049.76
2023-04-05,32514944937.076923
2023-04-06,26119029369.2
2023-04-07,22928858445.96154
2023-04-08,22177085313.52
2023-04-09,20535029229.53846
2023-04-10,23965573873.56
2023-04-11,26132499737.153847
2023-04-12,23787651947.083332
2023-04-13,32438984494.72
2023-04-14,27679164220.76
2023-04-15,24057263905.076923
2023-04-16,27741961432.56
2023-04-17,34579637335.03846
2023-04-18,52052787969.96154
2023-04-19,75661501072.92
2023-04-20,61789072003.92308
2023-04-21,36187864983.52
2023-04-22,37915515776.73077
2023-04-23,39887815425.76923
2023-04-24,42998566093.19231
2023-04-25,37951798101.84615
2023-04-26,40826000169.6
2023-04-27,36448263559.57692
2023-04-28,36501727792.76923
2023-04-29,34867257737.11539
2023-04-30,47884342695.11539
2023-05-01,73418600834.36
2023-05-02,78923788731.96153
2023-05-03,71225927441.11539
2023-05-04,84388717297.65384
2023-05-05,143676848082.5
2023-05-06,125989446705.2
2023-05-07,107497905809.76923
2023-05-08,101266484599.0
2023-05-09,88793495030.88461
2023-05-10,94356964057.44
2023-05-11,96508776319.61539
2023-05-12,56620227434.64
2023-05-13,39344999392.4
2023-05-14,42423979548.73077
2023-05-15,60410609401.73077
2023-05-16,52588039803.44
2023-05-17,51477078972.42308
2023-05-18,50863695227.19231
2023-05-19,41823886248.34615
2023-05-20,33291431219.117645
